quote_date,tube_assembly_id,annual_usage
7/30/1998,TA-02214,20
7/30/1998,TA-02215,20
8/1/1998,TA-02502,0
8/11/1998,TA-02880,379
8/14/1998,TA-02944,100
8/17/1998,TA-01512,50
8/17/1998,TA-02501,0
8/18/1998,TA-03106,25
8/18/1998,TA-03110,25
9/1/1998,TA-02974,320
9/16/1998,TA-01088,0
9/16/1998,TA-01088,0
9/16/1998,TA-01088,0
9/16/1998,TA-01088,0
9/16/1998,TA-02737,25
9/24/1998,TA-03157,25
9/24/1998,TA-03215,25
9/24/1998,TA-03220,25
9/29/1998,TA-02743,25
11/6/1998,TA-02329,0
11/6/1998,TA-02329,0
11/6/1998,TA-02329,0
11/6/1998,TA-02329,0
11/6/1998,TA-02329,0
11/13/1998,TA-03236,1
11/17/1998,TA-02993,10
11/24/1998,TA-03080,22
11/24/1998,TA-03081,22
11/25/1998,TA-00267,0
11/25/1998,TA-00267,0
11/25/1998,TA-00267,0
11/25/1998,TA-00267,0
11/25/1998,TA-00267,0
12/1/1998,TA-02786,12
12/2/1998,TA-02995,10
12/8/1998,TA-03315,8
12/17/1998,TA-00591,0
12/17/1998,TA-00591,0
12/17/1998,TA-00591,0
12/23/1998,TA-03328,24
12/28/1998,TA-02872,2
1/19/1999,TA-02774,25
1/21/1999,TA-02390,29
2/5/1999,TA-00292,0
2/5/1999,TA-00292,0
2/5/1999,TA-00292,0
2/6/1999,TA-02044,0
2/7/1999,TA-03235,5
2/7/1999,TA-03239,5
3/31/1999,TA-03506,0
3/31/1999,TA-03506,0
3/31/1999,TA-03506,0
4/6/1999,TA-19694,2418
4/6/1999,TA-21153,100
4/7/1999,TA-03479,30
4/9/1999,TA-03423,60
4/22/1999,TA-03400,470
5/14/1999,TA-03562,24
6/3/1999,TA-01261,20
6/3/1999,TA-01262,20
6/3/1999,TA-01263,20
6/21/1999,TA-02789,0
6/21/1999,TA-02789,0
6/21/1999,TA-02789,0
6/21/1999,TA-02906,0
6/29/1999,TA-01388,0
6/29/1999,TA-01388,0
6/29/1999,TA-01388,0
6/29/1999,TA-01388,0
6/29/1999,TA-01388,0
7/26/1999,TA-20472,0
7/26/1999,TA-20472,0
7/26/1999,TA-20472,0
7/26/1999,TA-20472,0
7/26/1999,TA-20472,0
7/26/1999,TA-20472,0
7/27/1999,TA-19992,16
7/27/1999,TA-19992,16
7/27/1999,TA-19992,16
7/27/1999,TA-19992,16
7/27/1999,TA-19992,16
7/27/1999,TA-19992,16
7/27/1999,TA-19992,16
7/28/1999,TA-02046,0
7/28/1999,TA-02046,0
7/28/1999,TA-02046,0
7/28/1999,TA-02046,0
7/28/1999,TA-02046,0
7/28/1999,TA-02046,0
7/29/1999,TA-02592,6
7/29/1999,TA-02592,6
7/29/1999,TA-02592,6
7/29/1999,TA-02592,6
7/29/1999,TA-02592,6
8/17/1999,TA-00135,1
8/17/1999,TA-00135,1
8/17/1999,TA-00135,1
8/17/1999,TA-00135,1
8/17/1999,TA-00135,1
8/17/1999,TA-00135,1
9/13/1999,TA-00664,540
9/13/1999,TA-10999,585
9/13/1999,TA-11022,209
9/13/1999,TA-18821,60
9/13/1999,TA-18822,58
9/13/1999,TA-18823,58
9/13/1999,TA-19471,4
9/13/1999,TA-19541,28
9/13/1999,TA-19845,41
9/13/1999,TA-21101,268
9/13/1999,TA-21129,55
9/15/1999,TA-02049,13
9/15/1999,TA-02049,13
9/15/1999,TA-02049,13
9/15/1999,TA-02049,13
10/5/1999,TA-00266,0
10/5/1999,TA-00266,0
10/5/1999,TA-00266,0
10/5/1999,TA-00266,0
10/5/1999,TA-00266,0
10/5/1999,TA-00266,0
10/13/1999,TA-03770,50
10/13/1999,TA-03771,50
10/13/1999,TA-03774,50
10/13/1999,TA-03775,50
10/18/1999,TA-03808,20
10/18/1999,TA-03831,20
10/18/1999,TA-03850,20
10/21/1999,TA-00017,0
10/21/1999,TA-00017,0
10/21/1999,TA-00017,0
10/21/1999,TA-03805,68
10/28/1999,TA-03567,15
12/16/1999,TA-03868,70
12/20/1999,TA-01213,11
1/1/2000,TA-02192,55
1/1/2000,TA-02954,430
1/6/2000,TA-03172,40
1/6/2000,TA-03977,40
1/12/2000,TA-02023,2
1/12/2000,TA-02023,2
1/12/2000,TA-02023,2
1/12/2000,TA-02023,2
1/12/2000,TA-02023,2
1/14/2000,TA-03403,10
1/14/2000,TA-03481,10
1/14/2000,TA-03482,10
1/17/2000,TA-00342,1730
2/10/2000,TA-18993,70
2/15/2000,TA-02026,0
2/15/2000,TA-02026,0
2/15/2000,TA-02026,0
2/15/2000,TA-02039,2
2/15/2000,TA-02039,2
2/15/2000,TA-02039,2
2/15/2000,TA-02039,2
2/15/2000,TA-02043,0
2/15/2000,TA-02043,0
2/15/2000,TA-02043,0
2/15/2000,TA-02043,0
2/15/2000,TA-02043,0
2/15/2000,TA-02043,0
2/25/2000,TA-02040,0
2/25/2000,TA-02040,0
2/25/2000,TA-02040,0
2/25/2000,TA-02040,0
2/25/2000,TA-02040,0
3/13/2000,TA-02876,50
3/17/2000,TA-03915,36
3/21/2000,TA-03573,5
4/3/2000,TA-03268,1
4/3/2000,TA-03268,1
4/3/2000,TA-03268,1
4/3/2000,TA-03268,1
4/3/2000,TA-03268,1
4/3/2000,TA-03273,1
4/3/2000,TA-03273,1
4/3/2000,TA-03273,1
4/3/2000,TA-03273,1
4/3/2000,TA-03273,1
4/4/2000,TA-03275,1
4/4/2000,TA-03275,1
4/4/2000,TA-03275,1
4/4/2000,TA-03275,1
4/4/2000,TA-03275,1
4/15/2000,TA-19476,500
4/17/2000,TA-04055,20
4/18/2000,TA-03043,1
4/18/2000,TA-03043,1
4/18/2000,TA-03043,1
4/18/2000,TA-03043,1
4/18/2000,TA-03043,1
4/18/2000,TA-03043,1
4/21/2000,TA-03032,1
4/21/2000,TA-03032,1
4/21/2000,TA-03032,1
4/21/2000,TA-03032,1
4/21/2000,TA-03032,1
4/24/2000,TA-02140,12
4/24/2000,TA-03035,1
4/24/2000,TA-03035,1
4/24/2000,TA-03035,1
4/24/2000,TA-03035,1
4/24/2000,TA-03035,1
4/24/2000,TA-03563,22
4/24/2000,TA-03564,22
4/24/2000,TA-03878,5
4/26/2000,TA-03396,1
4/26/2000,TA-03396,1
4/26/2000,TA-03396,1
4/26/2000,TA-03396,1
4/26/2000,TA-03396,1
5/26/2000,TA-04334,43
6/15/2000,TA-03843,20
6/15/2000,TA-03969,20
6/26/2000,TA-04038,80
6/29/2000,TA-04336,7
7/11/2000,TA-00220,1
7/11/2000,TA-00220,1
7/11/2000,TA-00220,1
7/11/2000,TA-00220,1
7/20/2000,TA-04364,1
7/20/2000,TA-04364,1
7/20/2000,TA-04364,1
7/20/2000,TA-04364,1
7/20/2000,TA-04364,1
7/20/2000,TA-04364,1
7/20/2000,TA-04365,1
7/20/2000,TA-04365,1
7/20/2000,TA-04365,1
7/20/2000,TA-04365,1
7/20/2000,TA-04365,1
7/20/2000,TA-04365,1
7/20/2000,TA-19998,0
7/20/2000,TA-19998,0
7/20/2000,TA-19998,0
7/20/2000,TA-19998,0
7/20/2000,TA-19998,0
7/20/2000,TA-19998,0
7/31/2000,TA-03051,1
7/31/2000,TA-03051,1
7/31/2000,TA-03051,1
7/31/2000,TA-03051,1
7/31/2000,TA-03051,1
7/31/2000,TA-03051,1
8/9/2000,TA-00043,0
8/9/2000,TA-00043,0
8/9/2000,TA-00043,0
8/9/2000,TA-00043,0
8/15/2000,TA-03362,1
8/15/2000,TA-03362,1
8/15/2000,TA-03362,1
8/15/2000,TA-03362,1
8/15/2000,TA-03362,1
8/15/2000,TA-03362,1
9/1/2000,TA-03361,60
9/11/2000,TA-04486,0
9/15/2000,TA-04485,50
9/15/2000,TA-04537,15
9/19/2000,TA-04092,67
9/19/2000,TA-04094,67
9/19/2000,TA-04095,67
9/25/2000,TA-04547,300
10/4/2000,TA-03372,15
10/4/2000,TA-03786,15
10/31/2000,TA-04630,20
11/1/2000,TA-02394,150
11/2/2000,TA-02393,150
11/2/2000,TA-04711,50
11/8/2000,TA-00835,0
11/8/2000,TA-00835,0
11/8/2000,TA-00835,0
11/8/2000,TA-00835,0
11/9/2000,TA-20399,100
11/10/2000,TA-04188,0
11/10/2000,TA-04188,0
11/10/2000,TA-04188,0
11/10/2000,TA-04188,0
11/14/2000,TA-03571,0
11/14/2000,TA-03571,0
11/14/2000,TA-03571,0
11/14/2000,TA-03571,0
12/8/2000,TA-04706,10
12/14/2000,TA-00646,0
12/14/2000,TA-00646,0
12/14/2000,TA-00646,0
12/14/2000,TA-00646,0
12/14/2000,TA-00646,0
12/14/2000,TA-00646,0
12/14/2000,TA-04851,0
12/20/2000,TA-17571,0
12/20/2000,TA-17571,0
12/20/2000,TA-17571,0
1/1/2001,TA-03173,40
1/19/2001,TA-02048,0
1/19/2001,TA-02048,0
1/19/2001,TA-02048,0
1/19/2001,TA-02048,0
1/19/2001,TA-02048,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-00341,0
1/29/2001,TA-18672,0
1/29/2001,TA-18672,0
1/29/2001,TA-18672,0
1/29/2001,TA-18672,0
1/29/2001,TA-19389,0
1/29/2001,TA-19389,0
1/29/2001,TA-19389,0
1/29/2001,TA-19389,0
1/29/2001,TA-19389,0
1/29/2001,TA-19789,0
1/29/2001,TA-19789,0
1/29/2001,TA-19789,0
1/29/2001,TA-19789,0
1/29/2001,TA-19789,0
2/9/2001,TA-10993,150
2/14/2001,TA-04403,0
2/14/2001,TA-04403,0
2/14/2001,TA-04403,0
2/14/2001,TA-04403,0
2/14/2001,TA-04403,0
2/14/2001,TA-04403,0
2/17/2001,TA-04833,10
2/17/2001,TA-04835,10
2/22/2001,TA-00507,3
2/22/2001,TA-04065,100
2/22/2001,TA-04065,100
2/23/2001,TA-04296,15
3/1/2001,TA-03795,30
3/1/2001,TA-03866,300
3/1/2001,TA-04404,0
3/1/2001,TA-04404,0
3/1/2001,TA-04404,0
3/1/2001,TA-04404,0
3/1/2001,TA-04427,400
3/5/2001,TA-04913,20
3/13/2001,TA-04560,54
3/30/2001,TA-05035,12
4/2/2001,TA-00357,20
4/5/2001,TA-05209,435
4/10/2001,TA-00129,0
4/10/2001,TA-00310,0
4/24/2001,TA-02693,25
5/1/2001,TA-01782,750
5/10/2001,TA-01941,10
5/16/2001,TA-03256,0
5/17/2001,TA-04942,120
5/21/2001,TA-03837,0
5/22/2001,TA-03645,0
5/22/2001,TA-03645,0
5/22/2001,TA-03645,0
5/22/2001,TA-03645,0
5/22/2001,TA-03645,0
5/22/2001,TA-03645,0
5/23/2001,TA-05140,6
5/25/2001,TA-04495,100
6/4/2001,TA-03197,0
6/4/2001,TA-03197,0
6/4/2001,TA-03197,0
6/4/2001,TA-03197,0
6/4/2001,TA-03197,0
6/18/2001,TA-00976,0
6/20/2001,TA-00035,12
7/6/2001,TA-00432,5
7/6/2001,TA-00432,5
7/6/2001,TA-00432,5
7/6/2001,TA-00432,5
7/6/2001,TA-00432,5
7/11/2001,TA-05084,10
8/1/2001,TA-03604,2500
8/7/2001,TA-21111,7
8/23/2001,TA-04406,4
8/27/2001,TA-00227,0
8/27/2001,TA-00227,0
8/27/2001,TA-00227,0
8/27/2001,TA-00227,0
8/27/2001,TA-00227,0
8/27/2001,TA-05223,20
8/27/2001,TA-05225,20
9/7/2001,TA-03117,20
9/11/2001,TA-05474,4
9/12/2001,TA-05547,20
9/12/2001,TA-05551,20
9/12/2001,TA-05552,20
9/12/2001,TA-05556,20
9/12/2001,TA-05557,20
9/12/2001,TA-05567,20
9/12/2001,TA-05581,20
9/13/2001,TA-05284,10
9/14/2001,TA-05283,10
9/14/2001,TA-05468,10
9/21/2001,TA-02652,10
9/21/2001,TA-02999,20
9/21/2001,TA-03003,20
10/3/2001,TA-02823,25
10/5/2001,TA-05330,10
10/5/2001,TA-05331,10
10/8/2001,TA-04266,25
10/12/2001,TA-03962,1
10/25/2001,TA-05030,10
10/29/2001,TA-00202,50
11/1/2001,TA-00884,10
11/7/2001,TA-05183,15
11/16/2001,TA-01308,17
11/16/2001,TA-01308,17
11/16/2001,TA-01308,17
11/16/2001,TA-01308,17
11/16/2001,TA-01308,17
11/20/2001,TA-05301,10
11/20/2001,TA-05544,10
11/28/2001,TA-05008,300
12/4/2001,TA-05588,10
12/7/2001,TA-04545,50
12/14/2001,TA-05291,7
12/14/2001,TA-05291,7
12/14/2001,TA-05291,7
12/17/2001,TA-04951,100
1/4/2002,TA-20419,0
1/4/2002,TA-20419,0
1/4/2002,TA-20419,0
1/4/2002,TA-20419,0
1/8/2002,TA-05462,50
1/11/2002,TA-05362,60
1/11/2002,TA-05758,1
1/21/2002,TA-04233,12300
1/23/2002,TA-05517,50
1/24/2002,TA-05965,25
1/28/2002,TA-05541,5
1/30/2002,TA-00822,10
1/30/2002,TA-01531,8
1/30/2002,TA-01531,8
1/30/2002,TA-01531,8
1/30/2002,TA-01531,8
1/30/2002,TA-01531,8
1/31/2002,TA-04307,120
1/31/2002,TA-04307,120
1/31/2002,TA-04307,120
1/31/2002,TA-04307,120
1/31/2002,TA-04307,120
1/31/2002,TA-04307,120
2/1/2002,TA-03159,0
2/1/2002,TA-03159,0
2/1/2002,TA-03159,0
2/1/2002,TA-03159,0
2/1/2002,TA-03159,0
2/4/2002,TA-05641,10
2/5/2002,TA-00974,0
2/5/2002,TA-00974,0
2/5/2002,TA-00974,0
2/5/2002,TA-00974,0
2/5/2002,TA-05548,100
2/11/2002,TA-01585,0
2/11/2002,TA-01585,0
2/11/2002,TA-01585,0
2/11/2002,TA-01585,0
2/11/2002,TA-01585,0
2/12/2002,TA-05441,30
2/15/2002,TA-19864,3
2/25/2002,TA-05489,0
2/25/2002,TA-05489,0
2/25/2002,TA-05489,0
2/25/2002,TA-05489,0
2/25/2002,TA-05489,0
2/25/2002,TA-05495,0
2/25/2002,TA-05495,0
2/25/2002,TA-05495,0
2/25/2002,TA-05495,0
2/25/2002,TA-05495,0
2/26/2002,TA-05693,2
2/26/2002,TA-05693,2
2/26/2002,TA-05693,2
2/26/2002,TA-05693,2
3/4/2002,TA-03341,0
3/4/2002,TA-03341,0
3/4/2002,TA-03341,0
3/4/2002,TA-03341,0
3/4/2002,TA-03341,0
3/14/2002,TA-04672,249
3/29/2002,TA-03624,14
4/3/2002,TA-05691,20
4/12/2002,TA-19058,1
4/12/2002,TA-19058,1
4/12/2002,TA-19058,1
4/12/2002,TA-19058,1
4/12/2002,TA-19058,1
4/12/2002,TA-19058,1
4/23/2002,TA-05363,50
5/1/2002,TA-03626,200
5/3/2002,TA-18729,25
5/6/2002,TA-06047,0
5/7/2002,TA-01545,250
5/11/2002,TA-00326,35
5/11/2002,TA-00340,100
5/11/2002,TA-00872,50
5/13/2002,TA-01934,125
5/13/2002,TA-02162,20
5/13/2002,TA-03673,400
5/14/2002,TA-00392,1
5/14/2002,TA-00392,1
5/14/2002,TA-00392,1
5/14/2002,TA-00392,1
5/14/2002,TA-00392,1
5/14/2002,TA-00392,1
5/15/2002,TA-19510,10
5/20/2002,TA-05806,20
5/22/2002,TA-05969,0
5/22/2002,TA-05969,0
5/22/2002,TA-05969,0
5/22/2002,TA-05969,0
5/22/2002,TA-05969,0
5/28/2002,TA-05076,7500
5/28/2002,TA-20042,36
5/28/2002,TA-20042,36
5/28/2002,TA-20042,36
5/28/2002,TA-20042,36
6/4/2002,TA-06056,1
6/4/2002,TA-06057,1
6/17/2002,TA-01599,1
6/17/2002,TA-01599,1
6/17/2002,TA-01599,1
6/17/2002,TA-01599,1
6/17/2002,TA-01599,1
6/28/2002,TA-05765,10
7/2/2002,TA-00431,12
7/15/2002,TA-05494,10
7/15/2002,TA-05494,10
7/15/2002,TA-05494,10
7/15/2002,TA-05494,10
7/15/2002,TA-05494,10
7/15/2002,TA-05866,2
7/19/2002,TA-00042,50
7/22/2002,TA-00933,90
7/26/2002,TA-06172,450
7/31/2002,TA-01546,1
7/31/2002,TA-03640,10
7/31/2002,TA-06220,450
8/8/2002,TA-01374,0
8/8/2002,TA-01374,0
8/8/2002,TA-01374,0
8/8/2002,TA-01374,0
8/8/2002,TA-01374,0
8/8/2002,TA-01374,0
8/8/2002,TA-01375,0
8/8/2002,TA-01375,0
8/8/2002,TA-01375,0
8/8/2002,TA-01375,0
8/8/2002,TA-01375,0
8/8/2002,TA-01375,0
8/20/2002,TA-06145,10
8/20/2002,TA-06374,10
8/22/2002,TA-17471,6
8/25/2002,TA-02078,25
8/26/2002,TA-06302,25
8/29/2002,TA-06187,0
8/29/2002,TA-06187,0
8/29/2002,TA-06187,0
8/29/2002,TA-06187,0
8/29/2002,TA-06187,0
8/29/2002,TA-06187,0
8/30/2002,TA-05575,88
9/1/2002,TA-03734,2050
9/5/2002,TA-04605,85
9/5/2002,TA-06124,0
9/5/2002,TA-06124,0
9/5/2002,TA-06124,0
9/5/2002,TA-06124,0
9/5/2002,TA-06124,0
9/5/2002,TA-06125,0
9/5/2002,TA-06125,0
9/5/2002,TA-06125,0
9/5/2002,TA-06125,0
9/5/2002,TA-06125,0
9/5/2002,TA-06144,10
9/6/2002,TA-06127,0
9/6/2002,TA-06127,0
9/6/2002,TA-06127,0
9/6/2002,TA-06127,0
9/6/2002,TA-06127,0
9/13/2002,TA-00475,0
9/18/2002,TA-05692,0
9/18/2002,TA-05750,0
9/24/2002,TA-06024,150
9/27/2002,TA-06135,10
9/30/2002,TA-05184,750
10/1/2002,TA-02407,36
10/10/2002,TA-01018,60
10/15/2002,TA-03827,163
10/17/2002,TA-00368,0
10/17/2002,TA-00368,0
10/17/2002,TA-00368,0
10/17/2002,TA-00368,0
10/17/2002,TA-00368,0
10/30/2002,TA-06149,66
11/1/2002,TA-05077,7000
11/5/2002,TA-18789,75
11/5/2002,TA-20464,2255
11/5/2002,TA-20464,702
11/7/2002,TA-19517,109
11/11/2002,TA-05131,567
11/14/2002,TA-06449,0
12/6/2002,TA-02149,2
12/12/2002,TA-04692,1500
12/18/2002,TA-04921,2
12/18/2002,TA-06565,25
12/18/2002,TA-06618,125
12/18/2002,TA-06635,125
1/1/2003,TA-05454,10
1/4/2003,TA-06058,35
1/13/2003,TA-04423,10
1/13/2003,TA-19650,45
1/17/2003,TA-00799,7
1/20/2003,TA-04864,2
1/31/2003,TA-06048,0
1/31/2003,TA-06048,0
1/31/2003,TA-06048,0
1/31/2003,TA-06048,0
1/31/2003,TA-06048,0
2/7/2003,TA-19603,5
2/10/2003,TA-06504,0
2/10/2003,TA-06504,0
2/10/2003,TA-06504,0
2/10/2003,TA-06504,0
2/11/2003,TA-06636,165
2/17/2003,TA-04291,300
2/17/2003,TA-04616,40
2/19/2003,TA-04673,0
2/19/2003,TA-04673,0
2/19/2003,TA-04673,0
2/19/2003,TA-04673,0
2/19/2003,TA-04673,0
2/19/2003,TA-04673,0
3/5/2003,TA-06591,1000
3/18/2003,TA-00244,334
3/24/2003,TA-00669,250
3/24/2003,TA-00800,15
4/4/2003,TA-00858,15
4/14/2003,TA-01095,10
4/16/2003,TA-06785,300
4/30/2003,TA-06845,10
5/2/2003,TA-00303,40
5/8/2003,TA-18795,0
5/8/2003,TA-18795,0
5/8/2003,TA-18795,0
5/8/2003,TA-18795,0
5/12/2003,TA-00212,64
5/12/2003,TA-00238,145
5/12/2003,TA-03598,8
5/12/2003,TA-04846,4
5/12/2003,TA-11057,50
5/12/2003,TA-21150,13
5/12/2003,TA-21151,20
5/14/2003,TA-00399,1
5/30/2003,TA-01005,2
6/1/2003,TA-21140,79
6/26/2003,TA-01984,0
6/26/2003,TA-01984,0
6/26/2003,TA-01984,0
6/26/2003,TA-01984,0
7/7/2003,TA-06742,36
7/9/2003,TA-19518,4
7/14/2003,TA-04943,700
7/15/2003,TA-06881,0
7/18/2003,TA-06917,20
7/21/2003,TA-02824,10
7/23/2003,TA-02157,0
7/23/2003,TA-02157,0
7/23/2003,TA-02157,0
7/23/2003,TA-02157,0
7/24/2003,TA-06898,0
7/24/2003,TA-06898,0
7/24/2003,TA-06898,0
7/24/2003,TA-06898,0
7/24/2003,TA-06898,0
7/24/2003,TA-10839,30
7/25/2003,TA-03078,150
8/7/2003,TA-02413,5
8/13/2003,TA-05122,300
8/13/2003,TA-06776,1200
9/5/2003,TA-01692,20
9/8/2003,TA-19660,215
9/8/2003,TA-19683,19
9/11/2003,TA-01463,0
9/11/2003,TA-01463,0
9/11/2003,TA-01463,0
9/11/2003,TA-01463,0
9/15/2003,TA-05819,200
9/16/2003,TA-21198,28
9/16/2003,TA-21199,28
9/30/2003,TA-00026,266
9/30/2003,TA-00026,266
9/30/2003,TA-00026,266
9/30/2003,TA-00026,266
9/30/2003,TA-00026,266
9/30/2003,TA-01930,20
10/2/2003,TA-00952,0
10/2/2003,TA-00952,0
10/2/2003,TA-00952,0
10/2/2003,TA-00952,0
10/6/2003,TA-00938,50
10/8/2003,TA-00961,25
10/11/2003,TA-02530,25
10/13/2003,TA-21077,1
10/13/2003,TA-21077,1
10/13/2003,TA-21077,1
10/13/2003,TA-21077,1
10/15/2003,TA-07213,2500
10/23/2003,TA-19566,5
11/1/2003,TA-19296,1500
11/5/2003,TA-02514,12
11/14/2003,TA-06946,380
11/14/2003,TA-06948,380
11/18/2003,TA-00182,0
11/18/2003,TA-00182,0
11/18/2003,TA-00182,0
11/18/2003,TA-00182,0
11/18/2003,TA-00182,0
11/18/2003,TA-04216,0
11/18/2003,TA-04216,0
11/18/2003,TA-04216,0
11/19/2003,TA-05455,20
11/26/2003,TA-03620,94
11/26/2003,TA-03620,94
11/26/2003,TA-03620,94
12/5/2003,TA-07393,100
12/14/2003,TA-07448,100
12/18/2003,TA-07445,100
1/1/2004,TA-00103,351
1/1/2004,TA-05896,0
1/1/2004,TA-05919,0
1/1/2004,TA-05920,0
1/1/2004,TA-05949,0
1/7/2004,TA-01142,12
1/7/2004,TA-07122,10
1/7/2004,TA-07742,0
1/7/2004,TA-07742,0
1/7/2004,TA-07742,0
1/7/2004,TA-07742,0
1/14/2004,TA-04359,0
1/14/2004,TA-04359,0
1/14/2004,TA-04359,0
1/14/2004,TA-04359,0
1/16/2004,TA-03171,10
1/16/2004,TA-04534,5
1/19/2004,TA-01240,0
1/19/2004,TA-01240,10
1/20/2004,TA-05097,25
1/21/2004,TA-02759,5
1/21/2004,TA-19889,100
2/3/2004,TA-01340,70
2/5/2004,TA-05611,1
2/9/2004,TA-05012,52
2/9/2004,TA-05012,52
2/9/2004,TA-05012,52
2/9/2004,TA-05012,52
2/13/2004,TA-07245,10
2/13/2004,TA-07247,10
2/18/2004,TA-07471,0
2/20/2004,TA-04324,72
3/8/2004,TA-20140,13
3/12/2004,TA-07491,0
3/15/2004,TA-06675,100
3/22/2004,TA-02850,3
3/29/2004,TA-05280,0
3/29/2004,TA-05280,0
3/29/2004,TA-05280,0
3/29/2004,TA-05280,0
3/29/2004,TA-19216,1400
3/30/2004,TA-01983,13
3/30/2004,TA-01983,13
3/30/2004,TA-07571,1
4/6/2004,TA-19888,0
4/6/2004,TA-19888,0
4/6/2004,TA-19888,0
4/6/2004,TA-19888,0
4/9/2004,TA-03241,4
4/27/2004,TA-07710,400
4/29/2004,TA-07441,10
5/3/2004,TA-04362,0
5/3/2004,TA-04362,0
